Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Kolkata,2018,17000,Diesel,Manual,First,26.0,99.0,FORD,ASPIRE AMBIENTE DIESEL
Jaipur,2014,57000,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA ZDI
Hyderabad,2016,9370,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Chennai,2013,53226,Petrol,Manual,First,19.0,86.0,HONDA,BRIO V MT
Hyderabad,2010,120000,Diesel,Manual,Second,16.0,110.0,HYUNDAI,VERNA TRANSFORM CRDI VGT SX ABS
Jaipur,2007,75055,Petrol,Manual,First,12.0,100.0,HONDA,CITY 1.5 GXI
Coimbatore,2017,37247,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX
Delhi,2013,64000,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS LIVA GD
Mumbai,2014,12000,Petrol,Manual,First,13.0,198.0,HYUNDAI,SONATA TRANSFORM 2.4 GDI MT
Pune,2017,40158,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX OPTION
Chennai,2017,11000,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 SV I VTEC
Chennai,2014,70010,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL COMFORTLINE
Mumbai,2015,82000,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W6 2WD
Kochi,2017,57259,Diesel,Manual,First,18.0,100.0,MAHINDRA,TUV 300 2015-2019 T8
Bangalore,2010,84000,Petrol,Automatic,Second,11.0,142.0,HONDA,ACCORD 2001-2003 2.3 VTI L AT
Pune,2012,168000,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA VDI
Hyderabad,2012,73670,Diesel,Manual,First,12.0,162.0,MAHINDRA,SSANGYONG REXTON RX5
Delhi,2014,89540,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
Hyderabad,2016,85423,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA ZDI
Pune,2013,48823,Diesel,Automatic,First,19.0,126.0,HYUNDAI,ELANTRA CRDI SX AT
Kolkata,2011,35082,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA 1.2
Jaipur,2012,126000,Petrol,Manual,First,16.0,34.0,MARUTI,OMNI MPI STD BSIV
Delhi,2016,19000,Petrol,Automatic,First,15.0,86.0,HONDA,AMAZE VX AT I-VTECH
Mumbai,2007,69000,Petrol,Automatic,Second,12.0,130.0,HONDA,CIVIC 2006-2010 1.8 V AT
Kochi,2019,29836,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,CLA 200 CDI SPORT
Ahmedabad,2010,48002,Petrol,Manual,Second,13.0,157.0,SKODA,SUPERB 1.8 TFSI MT
Ahmedabad,2015,52324,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ ZDI PLUS SHVS
Delhi,2013,65000,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
Mumbai,2009,66000,Diesel,Automatic,Second,8.0,224.0,MERCEDES-BENZ,M-CLASS ML 320 CDI
Hyderabad,2016,75700,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI SPORTZ
Bangalore,2013,43000,Diesel,Manual,First,20.0,105.0,VOLKSWAGEN,VENTO DIESEL BREEZE
Kochi,2012,42706,Diesel,Manual,First,25.0,56.0,CHEVROLET,BEAT DIESEL LT
Mumbai,2013,35000,Diesel,Manual,First,17.0,100.0,MAHINDRA,QUANTO C6
Hyderabad,2011,54348,Petrol,Automatic,First,19.0,80.0,HYUNDAI,I10 ASTA 1.2 AT WITH SUNROOF
Delhi,2013,84000,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS LIVA 1.4 GD
Mumbai,2010,63298,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
Jaipur,2013,75049,Petrol,Manual,Second,20.0,78.0,HYUNDAI,I10 MAGNA 1.2
Kochi,2018,24237,Petrol,Manual,First,18.0,86.0,FORD,FIGO ASPIRE 1.2 TI-VCT TITANIUM
Coimbatore,2016,22767,Petrol,Manual,First,18.0,85.0,MARUTI,RITZ ZXI
Bangalore,2012,58000,Petrol,Automatic,Second,15.0,98.0,HYUNDAI,I20 SPORTZ AT 1.4
Pune,2017,57000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE LDI
Kochi,2010,50161,Petrol,Automatic,First,8.0,402.0,BMW,7 SERIES 2007-2012 750LI
Kolkata,2016,45000,Diesel,Manual,First,22.0,118.0,MARUTI,S CROSS DDIS 320 ALPHA
Coimbatore,2017,68319,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X4 AT
Kochi,2017,30711,Petrol,Manual,First,20.0,68.0,HYUNDAI,EON 1.0 MAGNA PLUS OPTION O
Kolkata,2011,38277,Diesel,Manual,First,21.0,90.0,HYUNDAI,I20 1.4 CRDI MAGNA
Pune,2012,115000,Diesel,Manual,Second,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Coimbatore,2017,46849,Petrol,Automatic,First,18.0,83.0,MARUTI,SWIFT DZIRE VXI AT
Ahmedabad,2014,64000,Diesel,Manual,First,21.0,90.0,HYUNDAI,I20 MAGNA 1.4 CRDI
Pune,2010,130923,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI BLUE EFFICIENCY
Chennai,2015,15000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Mumbai,2014,32720,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 1.4 CRDI SPORTZ
Jaipur,2016,12500,Petrol,Manual,First,25.0,53.0,RENAULT,KWID RXT
Chennai,2015,59800,Petrol,Automatic,First,16.0,82.0,HYUNDAI,XCENT 1.2 KAPPA AT SX OPTION
Pune,2011,54211,Petrol,Manual,First,15.0,103.0,VOLKSWAGEN,VENTO PETROL HIGHLINE
Kochi,2015,62242,Diesel,Automatic,First,14.0,163.0,CHEVROLET,CRUZE LTZ AT
Mumbai,2015,54000,Diesel,Manual,Second,19.0,108.0,NISSAN,TERRANO XL 110 PS
Hyderabad,2012,65000,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Chennai,2015,55000,Petrol,Automatic,First,23.0,67.0,MARUTI,CELERIO VXI AMT
Pune,2010,71000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI
Chennai,2012,70000,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 MAGNA OPTIONAL 1.4 CRDI
Mumbai,2011,53000,Petrol,Automatic,First,12.0,163.0,AUDI,A4 1.8 TFSI
Mumbai,2013,43000,Diesel,Automatic,First,17.0,184.0,BMW,X1 SDRIVE20D
Mumbai,2015,54000,Petrol,Automatic,First,14.0,103.0,SKODA,RAPID 1.6 MPI AT ELEGANCE PLUS
Ahmedabad,2014,51000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA
Hyderabad,2007,78000,Diesel,Manual,Second,10.0,107.0,MITSUBISHI,PAJERO 2.8 GLX CRZ
Mumbai,2014,25000,Diesel,Manual,First,26.0,98.0,HONDA,CITY I DTEC SV
Pune,2012,12600,Petrol,Manual,First,20.0,67.0,MARUTI,ALTO K10 2010-2014 VXI
Pune,2009,80000,Diesel,Manual,Fourth & Above,17.0,75.0,MARUTI,SWIFT LDI BSIII
Kolkata,2016,21000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA
Mumbai,2011,32000,Petrol,Manual,Second,15.0,70.0,FORD,FIGO PETROL ZXI
Bangalore,2015,50000,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 SPORTZ EDITION
Mumbai,2010,47500,Petrol,Manual,First,15.0,103.0,MARUTI,SX4 VXI BSIV
Mumbai,2017,7500,Petrol,Manual,First,17.0,117.0,HONDA,CITY I-VTEC VX
Jaipur,2016,68163,Diesel,Automatic,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ AMT
Ahmedabad,2014,61000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Jaipur,2015,100000,Diesel,Manual,Second,12.0,100.0,TOYOTA,INNOVA 2.5 Z DIESEL 7 SEATER
Mumbai,2009,61500,Diesel,Automatic,Second,16.0,181.0,BMW,3 SERIES 320D HIGHLINE
Kochi,2017,42883,Petrol,Manual,First,19.0,68.0,HYUNDAI,I10 MAGNA 1.1 ITECH SE
Jaipur,2012,97000,Diesel,Manual,Second,20.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL OPTIONAL WITH NAV
Bangalore,2010,39525,Petrol,Automatic,First,11.0,170.0,MITSUBISHI,OUTLANDER 2.4
Kochi,2017,35384,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA LDI
Hyderabad,2010,46000,Diesel,Automatic,First,11.0,261.0,MERCEDES-BENZ,R-CLASS R350 CDI 4MATIC
Coimbatore,2018,32189,Diesel,Manual,First,23.0,98.0,FORD,ECOSPORT 1.5 DIESEL TITANIUM
Chennai,2016,27000,Diesel,Automatic,First,19.0,126.0,HYUNDAI,VERNA 1.6 CRDI AT SX OPTION
Coimbatore,2018,22734,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
Mumbai,2014,58002,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXL
Chennai,2012,31500,Petrol,Automatic,First,16.0,86.0,HONDA,BRIO S OPTION AT
Coimbatore,2017,30933,Petrol,Manual,First,18.0,86.0,FORD,FIGO 2015-2019 1.2P TITANIUM MT
Kolkata,2012,27090,Diesel,Automatic,First,18.0,187.0,AUDI,A6 2.0 TDI DESIGN EDITION
Mumbai,2015,29500,Diesel,Automatic,First,15.0,258.0,BMW,X5 2014-2019 XDRIVE 30D DESIGN PURE EXPERIENCE 7 SEATER
Pune,2013,45000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ OPTION
Hyderabad,2018,11691,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 1.2 ASTA OPTION
Hyderabad,2006,121000,Diesel,Manual,Second,16.0,90.0,SKODA,OCTAVIA L AND K 1.9 TDI MT
Hyderabad,2010,118077,Diesel,Manual,First,16.0,110.0,HYUNDAI,VERNA TRANSFORM SX VGT CRDI
Chennai,2012,36300,Petrol,Automatic,Third,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT (O) AT
Mumbai,2005,90000,Petrol,Manual,Second,15.0,61.0,HYUNDAI,GETZ GVS
Chennai,2010,78000,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL EXI
Mumbai,2015,42000,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 35 TDI TECHNOLOGY
Mumbai,2015,27000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
Kolkata,2012,22000,Diesel,Automatic,First,17.0,184.0,BMW,X1 SDRIVE20D
Kolkata,2014,49000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC SV
Hyderabad,2012,42600,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 SPORTZ OPTION DIESEL
Coimbatore,2018,12794,Petrol,Automatic,First,19.0,88.0,HONDA,JAZZ 1.2 V CVT I VTEC
Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.0,97.0,MARUTI,SWIFT 1.3 VXI
Hyderabad,2014,88046,Petrol,Automatic,First,10.0,152.0,HONDA,CR-V 2.4 AT
Bangalore,2014,8000,Diesel,Automatic,Second,20.0,107.0,MERCEDES-BENZ,A CLASS A180 CDI
Coimbatore,2018,82739,Diesel,Automatic,First,16.0,140.0,MAHINDRA,XUV500 AT W10 AWD
Bangalore,2006,193000,Diesel,Manual,Third,13.0,63.0,MAHINDRA,BOLERO SLX 2WD
Mumbai,2013,7000,Petrol,Automatic,First,17.0,99.0,RENAULT,SCALA RXL AT
Ahmedabad,2012,60000,Diesel,Automatic,Second,12.0,187.0,LAND,ROVER FREELANDER 2 HSE SD4
Pune,2017,38000,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 VXI
Kochi,2013,56344,Petrol,Manual,First,17.0,88.0,TOYOTA,ETIOS G
Mumbai,2014,17858,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 SPORTZ OPTION
Hyderabad,2012,53000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Kochi,2016,67906,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI BSIV
Hyderabad,2015,19000,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON MAGNA PLUS
Mumbai,2010,67000,Diesel,Automatic,Second,22.0,190.0,BMW,3 SERIES 320D
Delhi,2011,80000,Diesel,Manual,First,23.0,70.0,TATA,INDIGO XL CLASSIC DICOR
Delhi,2015,61000,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Pune,2010,39000,Diesel,Manual,First,22.0,73.0,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L
Ahmedabad,2014,59000,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS VL AT
Hyderabad,2008,80931,Petrol,Manual,First,17.0,62.0,HYUNDAI,SANTRO XING GLS
Kolkata,2016,34000,Petrol,Manual,First,20.0,81.0,MARUTI,SWIFT ZXI
Hyderabad,2013,130000,Diesel,Manual,First,21.0,84.0,RENAULT,SCALA DIESEL RXL
Coimbatore,2018,52380,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS
Kolkata,2011,44000,Petrol,Manual,First,18.0,75.0,NISSAN,MICRA XV
Hyderabad,2015,84000,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL EXI
Kochi,2017,41697,Petrol,Automatic,First,13.0,141.0,HONDA,CR-V 2.0 AT
Pune,2014,163000,Diesel,Manual,First,19.0,108.0,NISSAN,TERRANO XV 110 PS
Chennai,2011,42000,Petrol,Manual,Second,17.0,78.0,TOYOTA,ETIOS LIVA 1.2 G
Jaipur,2013,129000,Diesel,Manual,Third,21.0,88.0,HYUNDAI,I20 ASTA 1.4 CRDI
Chennai,2015,32200,Petrol,Manual,Second,18.0,86.0,FORD,FIGO ASPIRE 1.2 TI-VCT AMBIENTE
Mumbai,2004,129000,Diesel,Manual,First,10.0,107.0,MITSUBISHI,PAJERO 2.8 GLX CRZ
Bangalore,2014,40000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Delhi,2006,150000,Petrol,Manual,First,12.0,132.0,TOYOTA,INNOVA 2.0 E
Jaipur,2007,140000,Petrol,Manual,First,15.0,74.0,CHEVROLET,AVEO U-VA 1.2 LS
Hyderabad,2006,63181,Petrol,Manual,First,15.0,83.0,HYUNDAI,GETZ GLS
Kolkata,2013,39575,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Pune,2010,63600,Diesel,Manual,Second,17.0,97.0,MARUTI,SWIFT VDI BSIV W ABS
Coimbatore,2014,70374,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
Kolkata,2015,26256,Diesel,Manual,First,20.0,88.0,VOLKSWAGEN,CROSSPOLO 1.5 TDI
Delhi,2016,13460,Petrol,Manual,First,18.0,81.0,HYUNDAI,ELITE I20 PETROL SPORTZ
Chennai,2011,122000,Diesel,Manual,Second,12.0,102.0,TOYOTA,INNOVA 2.5 V DIESEL 8-SEATER
Kolkata,2015,58589,Diesel,Automatic,First,15.0,203.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
Jaipur,2005,115000,Petrol,Manual,Second,17.0,64.0,MARUTI,WAGON R LX BSIII
Pune,2016,75000,Diesel,Automatic,First,12.0,158.0,FORD,ENDEAVOUR 2.2 TREND AT 4X2
Jaipur,2016,30292,Petrol,Manual,First,18.0,81.0,HYUNDAI,ELITE I20 PETROL SPORTZ
Ahmedabad,2017,32248,Petrol,Manual,First,17.0,88.0,HONDA,WRV I-VTEC VX
Bangalore,2013,74000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
Mumbai,2014,56100,Petrol,Manual,First,13.0,153.0,HONDA,CR-V 2.0L 2WD MT
Bangalore,2014,61325,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA ASTA
Kolkata,2014,33000,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE VXI
Coimbatore,2016,18090,Diesel,Automatic,First,16.0,258.0,BMW,5 SERIES 2003-2012 530D
Kochi,2014,71390,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT AMBIENTE
Mumbai,2014,41000,CNG,Manual,First,26.0,58.0,MARUTI,WAGON R LXI CNG
Ahmedabad,2016,67000,Diesel,Manual,First,26.0,98.0,HONDA,CITY I DTEC V
Chennai,2008,99000,Diesel,Manual,Second,17.0,70.0,TATA,INDIGO LS
Pune,2014,142000,Diesel,Manual,Second,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXL
Chennai,2010,26966,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Mumbai,2015,27628,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 SV I VTEC
Hyderabad,2016,82497,Diesel,Manual,First,23.0,88.0,MARUTI,SX4 S CROSS DDIS 200 ZETA
Mumbai,2007,86000,Petrol,Manual,Third,11.0,144.0,HONDA,ACCORD VTI-L MT
Coimbatore,2016,26981,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
Hyderabad,2010,110471,Diesel,Manual,First,21.0,73.0,MARUTI,RITZ VDI
Jaipur,2014,69000,Petrol,Manual,First,19.0,88.0,HONDA,AMAZE S PETROL
Hyderabad,2017,12000,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 1.2 ASTA OPTION
Hyderabad,2014,77500,Diesel,Manual,First,20.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL
Kochi,2014,48031,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA
Chennai,2008,170000,Diesel,Automatic,Third,16.0,181.0,BMW,3 SERIES 320D HIGHLINE
Mumbai,2014,69565,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TREND
Hyderabad,2016,45492,Diesel,Automatic,First,21.0,108.0,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE AT
Chennai,2011,85000,Petrol,Automatic,Second,11.0,177.0,HONDA,ACCORD 2.4 AT
Hyderabad,2008,55902,Petrol,Manual,First,14.0,92.0,CHEVROLET,AVEO 1.4
Hyderabad,2017,18500,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE PLUS
Hyderabad,2015,129750,Diesel,Manual,Second,14.0,93.0,MAHINDRA,XYLO D4 BS III
Hyderabad,2009,50902,Petrol,Automatic,First,19.0,80.0,HYUNDAI,I10 MAGNA AT
Coimbatore,2015,84725,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 4WD
Mumbai,2013,40000,Diesel,Manual,Second,22.0,126.0,HYUNDAI,ELANTRA CRDI SX
Mumbai,2010,60000,Petrol,Manual,Third,14.0,160.0,VOLKSWAGEN,PASSAT 1.8 TSI MT
Coimbatore,2014,33496,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ
Mumbai,2015,25000,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 ASTA OPTION 1.2
Ahmedabad,2013,71000,Diesel,Manual,First,18.0,73.0,CHEVROLET,ENJOY TCDI LS 8 SEATER
Coimbatore,2015,20826,Petrol,Automatic,First,14.0,103.0,SKODA,RAPID 1.6 MPI AT AMBITION PLUS ALLOY
Pune,2016,42244,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX
Jaipur,2013,98598,Diesel,Manual,First,25.0,57.0,CHEVROLET,BEAT DIESEL PS
Delhi,2011,62100,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Coimbatore,2016,44238,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 SPORTZ OPTION 1.2
Coimbatore,2012,91743,Diesel,Automatic,First,12.0,241.0,AUDI,Q7 3.0 TDI QUATTRO
Bangalore,2013,19828,Diesel,Automatic,Second,17.0,300.0,PORSCHE,PANAMERA DIESEL
Hyderabad,2016,36891,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX
Hyderabad,2012,90049,Diesel,Manual,First,17.0,100.0,MAHINDRA,QUANTO C4
Ahmedabad,2012,74002,Diesel,Automatic,First,16.0,140.0,AUDI,A4 2.0 TDI MULTITRONIC
Kolkata,2013,41000,Petrol,Automatic,First,12.0,198.0,HYUNDAI,SONATA TRANSFORM 2.4 GDI AT
Hyderabad,2012,83678,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Pune,2010,91000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI BS IV
Jaipur,2016,50000,Diesel,Manual,First,24.0,88.0,MARUTI,ERTIGA SHVS ZDI PLUS
Delhi,2015,58000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI S OPTION
Jaipur,2012,80000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kochi,2017,41290,Diesel,Manual,Second,16.0,140.0,MAHINDRA,XUV500 W6 2WD
Delhi,2013,65000,Diesel,Automatic,First,22.0,190.0,BMW,5 SERIES 520D LUXURY LINE
Bangalore,2016,16471,Petrol,Manual,Second,14.0,138.0,TOYOTA,COROLLA ALTIS 1.8 G
Pune,2015,54339,Diesel,Manual,Second,22.0,88.0,HYUNDAI,I20 ASTA 1.4 CRDI
Hyderabad,2016,24025,Petrol,Manual,First,18.0,82.0,MAHINDRA,KUV 100 MFALCON G80 K2
Kolkata,2013,24027,Petrol,Manual,First,24.0,47.0,MARUTI,ALTO 800 2016-2019 LXI
Hyderabad,2010,59270,Petrol,Manual,First,15.0,67.0,FIAT,PUNTO EVO 1.2 EMOTION
Kolkata,2012,40000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R VXI BS IV
Bangalore,2012,155566,Diesel,Manual,Second,9.0,118.0,MITSUBISHI,PAJERO 4X4 LHD
Chennai,2013,42320,Petrol,Manual,First,19.0,86.0,HONDA,BRIO EX MT
Coimbatore,2017,24153,Diesel,Manual,Second,22.0,88.0,HYUNDAI,I20 ASTA OPTION 1.4 CRDI
Mumbai,2016,27000,Petrol,Automatic,First,13.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
Hyderabad,2012,92000,CNG,Manual,Second,26.0,38.0,MARUTI,ALTO GREEN LXI (CNG)
Kochi,2017,61795,Petrol,Manual,First,17.0,86.0,HONDA,AMAZE S I-VTEC
Chennai,2016,13500,Petrol,Manual,First,18.0,82.0,MAHINDRA,KUV 100 MFALCON G80 K6 PLUS
Pune,2018,4500,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I-VTEC CVT VX
Mumbai,2017,23000,Diesel,Automatic,First,16.0,140.0,MAHINDRA,XUV500 AT W10 FWD
Pune,2011,65400,Petrol,Manual,First,0.0,97.0,HYUNDAI,SANTRO GLS I - EURO I
Mumbai,2013,80578,Diesel,Automatic,Second,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS 220 CDI AT
Coimbatore,2017,42646,Diesel,Automatic,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ AMT
Bangalore,2014,30000,Petrol,Manual,Second,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
Delhi,2012,90000,Diesel,Automatic,First,18.0,97.0,BMW,5 SERIES 520D SEDAN
Bangalore,2009,98000,Diesel,Automatic,Second,13.0,282.0,MERCEDES-BENZ,S CLASS 2005 2013 S 350 CDI
Kochi,2012,66400,Petrol,Manual,First,0.0,97.0,HYUNDAI,SANTRO GLS II - EURO II
Hyderabad,2012,50000,Diesel,Automatic,First,12.0,271.0,JAGUAR,XJ 3.0L PREMIUM LUXURY
Jaipur,2015,63310,Diesel,Manual,First,28.0,74.0,MARUTI,SWIFT VDI
Delhi,2014,66000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Ahmedabad,2011,74000,Diesel,Automatic,Second,16.0,181.0,BMW,3 SERIES 320D HIGHLINE
Hyderabad,2012,93000,Diesel,Manual,First,23.0,88.0,HYUNDAI,VERNA 1.4 EX
Delhi,2015,70000,Diesel,Automatic,First,11.0,169.0,TOYOTA,FORTUNER 4X2 4 SPEED AT
Ahmedabad,2012,48772,Petrol,Manual,First,18.0,85.0,MARUTI,SWIFT VXI
Chennai,2010,66000,Petrol,Manual,First,18.0,79.0,CHEVROLET,BEAT LS
Coimbatore,2017,27417,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 ASTA OPTION AT
Coimbatore,2011,51593,Petrol,Manual,Second,15.0,70.0,FORD,FIGO PETROL ZXI
Mumbai,2008,86340,Petrol,Automatic,Second,9.0,97.0,NISSAN,TEANA 230JM
Pune,2010,75000,Petrol,Manual,First,16.0,88.0,MARUTI,SWIFT VXI BSIII
Coimbatore,2016,39237,Diesel,Automatic,First,17.0,174.0,AUDI,A4 35 TDI PREMIUM
Kochi,2018,11966,Petrol,Manual,First,16.0,116.0,HONDA,CITY V MT
Hyderabad,2015,37000,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ V
Chennai,2014,70920,Diesel,Manual,First,20.0,88.0,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
Hyderabad,2013,65280,Diesel,Manual,First,19.0,83.0,NISSAN,TERRANO XL D OPTION
Hyderabad,2016,62000,Diesel,Automatic,First,12.0,187.0,LAND,ROVER DISCOVERY SPORT SD4 HSE LUXURY 7S
Kochi,2014,44525,Petrol,Manual,First,18.0,82.0,HYUNDAI,I20 MAGNA OPTIONAL 1.2
Jaipur,2009,86863,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 E MT
Hyderabad,2015,102626,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W10 AWD
Jaipur,2017,45000,Diesel,Manual,First,16.0,170.0,JEEP,COMPASS 2.0 LIMITED OPTION 4X4
Jaipur,2017,22000,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W10 AWD
Coimbatore,2011,108905,Diesel,Automatic,Second,11.0,120.0,MAHINDRA,SCORPIO VLX 4WD AIRBAG AT BSIV
Kolkata,2016,12800,Petrol,Manual,First,19.0,67.0,DATSUN,GO PLUS T
Kolkata,2016,32000,Diesel,Manual,First,15.0,120.0,MAHINDRA,SCORPIO S6 PLUS 7 SEATER
Mumbai,2014,39000,Petrol,Automatic,First,15.0,86.0,HONDA,AMAZE S AT I-VTECH
Pune,2017,42000,Diesel,Manual,First,25.0,98.0,HONDA,CITY I-DTEC ZX
Chennai,2008,73000,Petrol,Manual,First,14.0,65.0,TATA,INDIGO GLE
Chennai,2018,48000,Diesel,Manual,First,24.0,73.0,HYUNDAI,GRAND I10 1.2 CRDI SPORTZ
Pune,2015,18000,CNG,Manual,First,33.0,40.0,MARUTI,ALTO 800 2016-2019 CNG LXI
Kolkata,2014,19000,Petrol,Manual,First,17.0,105.0,HYUNDAI,VERNA 1.4 CX VTVT
Coimbatore,2019,33598,Diesel,Manual,First,13.0,147.0,TOYOTA,INNOVA CRYSTA 2.4 VX MT
