,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
2941,2014,56000,LPG,Manual,First,13.45,1086,62.1,5.0,3.2,HYUNDAI,SANTRO XING GL PLUS LPG
2942,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.99,MARUTI,CELERIO VXI AT
2943,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5.0,5.45,FORD,ECOSPORT 1.5 DV5 MT AMBIENTE
2944,2010,76000,Diesel,Manual,First,18.8,1248,90,5.0,2.7,TATA,MANZA AURA QUADRAJET
2945,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5.0,6.25,HONDA,JAZZ 1.5 SV I DTEC
2946,2016,59711,Diesel,Manual,First,15.1,2179,140,7.0,13.28,MAHINDRA,XUV500 W8 2WD
2947,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,3.7,NISSAN,MICRA DIESEL XV PREMIUM
2948,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.51,MERCEDES-BENZ,NEW C-CLASS C 220D AVANTGARDE EDITION C
2949,2010,127510,Diesel,Manual,Second,19.0,1248,90,5.0,1.4,TATA,MANZA AURA PLUS QUADRAJET BS IV
2950,2014,35010,Diesel,Manual,First,22.9,1248,74,5.0,3.5,MARUTI,SWIFT VDI
2951,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5.0,3.78,MARUTI,SWIFT DZIRE 1.2 LXI BSIV
2952,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5.0,2.7,TATA,INDIGO ECS LS (TDI) BS-III
2953,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5.0,3.2,HONDA,AMAZE S I-DTECH
2954,2016,30000,Petrol,Manual,First,20.4,1197,81.80,5.0,5.0,MARUTI,SWIFT VXI BSIV
2955,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.0,MARUTI,ERTIGA ZDI
2956,2014,19500,Petrol,Manual,Second,18.9,1197,82,5.0,2.85,HYUNDAI,GRAND I10 ERA
2957,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5.0,4.25,NISSAN,MICRA ACTIVE XV
2958,2014,30000,Petrol,Manual,Second,18.9,1197,82,5.0,4.9,HYUNDAI,GRAND I10 ASTA OPTION
2959,2017,37000,Diesel,Manual,First,17.1,1956,170,5.0,16.9,JEEP,COMPASS 2.0 SPORT
2960,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5.0,4.25,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
2961,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5.0,4.34,HONDA,AMAZE S AT I-VTECH
2962,2012,51001,Diesel,Automatic,First,16.09,1995,184,5.0,17.0,BMW,X3 XDRIVE20D ADVANTAGE EDITION
2963,2017,55389,Diesel,Automatic,First,18.88,1995,184,5.0,28.45,BMW,3 SERIES 320D LUXURY LINE
2964,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5.0,6.15,HONDA,CITY V AT
2965,2014,58995,Diesel,Manual,First,12.83,2696,162,7.0,9.25,MAHINDRA,SSANGYONG REXTON RX5
2966,2015,37857,Diesel,Manual,First,26.59,1248,74,5.0,4.85,MARUTI,SWIFT DZIRE LDI
2967,2014,71000,Diesel,Manual,First,25.2,1248,74,5.0,4.8,MARUTI,SWIFT VDI BSIV
2968,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5.0,2.3,HONDA,BRIO S OPTION MT
2969,2016,10770,Petrol,Manual,First,18.9,1197,82,5.0,4.75,HYUNDAI,GRAND I10 SPORTZ
2970,2017,72000,Diesel,Manual,First,22.95,1248,74,5.0,5.0,TATA,ZEST QUADRAJET 1.3 75PS XM
2971,2015,91000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,HYUNDAI,EON ERA PLUS
2972,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.95,HYUNDAI,I20 1.2 SPOTZ
2973,2014,48000,Diesel,Automatic,Second,9.0,1984,181,5.0,16.0,VOLVO,S60 D4 KINETIC
2974,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5.0,6.15,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
2975,2014,32500,Petrol,Manual,Second,21.1,1197,85.80,5.0,4.05,MARUTI,RITZ VXI
2976,2010,94500,Diesel,Manual,Second,21.9,1396,90,5.0,3.1,HYUNDAI,I20 1.4 CRDI MAGNA
2977,2013,34900,Petrol,Manual,First,22.0,1197,81.80,5.0,5.49,MARUTI,DZIRE VXI
2978,2010,42400,Petrol,Automatic,Third,8.0,4806,394.3,4.0,42.91,PORSCHE,PANAMERA 2010 2013 4S
2979,2015,50000,Diesel,Manual,First,17.8,1248,75,5.0,5.7,MARUTI,SWIFT VDI BSIII W/ ABS
2980,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5.0,2.85,HONDA,BRIO S MT
2981,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5.0,2.35,CHEVROLET,BEAT LS
2982,2018,32807,Petrol,Automatic,First,13.0,1591,121.3,5.0,14.76,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
2983,2008,119000,Petrol,Manual,Second,17.7,1497,78,5.0,2.25,HONDA,CITY ZX GXI
2984,2016,12000,Petrol,Manual,First,18.5,1197,85.80,5.0,3.65,MARUTI,RITZ LXI
2985,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5.0,7.25,FORD,ECOSPORT 1.5 TDCI TREND
2986,2010,73336,Diesel,Automatic,First,13.2,1995,170,5.0,10.69,BMW,3 SERIES 320D
2987,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.5,HYUNDAI,VERNA 1.6 SX VTVT
2988,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8.0,5.1,TOYOTA,INNOVA 2.5 G4 DIESEL 8-SEATER
2989,2014,25422,Petrol,Manual,First,22.5,998,67.04,5.0,3.25,MARUTI,WAGON R LXI
2990,2018,14000,Diesel,Manual,First,25.47,1248,88.50,7.0,9.25,MARUTI,ERTIGA VDI
2991,2008,66000,Petrol,Manual,First,19.7,796,46.3,5.0,1.7,MARUTI,ALTO LXI BSIII
2992,2010,55324,Petrol,Manual,First,19.0,998,66.1,5.0,2.87,MARUTI,A-STAR VXI
2993,2009,90000,Diesel,Automatic,First,11.0,2993,235,5.0,17.75,BMW,X5 3.0D
2994,2017,43000,Petrol,Manual,First,18.15,1198,82,5.0,4.5,MAHINDRA,KUV 100 G80 K6 PLUS 5STR
2995,2008,58483,Petrol,Automatic,Second,19.2,1197,80,5.0,2.95,HYUNDAI,I10 MAGNA AT
2996,2007,93000,Petrol,Automatic,Second,12.9,1799,130,5.0,2.6,HONDA,CIVIC 2006-2010 1.8 S AT
2997,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.0,HYUNDAI,I10 SPORTZ 1.2
2998,2014,78616,Diesel,Automatic,Second,14.84,2143,170,5.0,15.5,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
2999,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5.0,2.8,TOYOTA,ETIOS G
3000,2010,54801,Petrol,Manual,First,17.0,1497,118,5.0,2.5,HONDA,CITY 1.5 E MT
3001,2014,29000,Diesel,Manual,First,23.4,1248,74,5.0,5.75,MARUTI,SWIFT DZIRE VDI
3002,2010,68000,Petrol,Manual,First,22.0,1197,81.80,5.0,2.8,MARUTI,SWIFT VXI
3003,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5.0,4.59,HYUNDAI,VERNA 1.6 EX VTVT
3004,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5.0,3.65,MARUTI,RITZ VDI
3005,2015,31000,Diesel,Manual,First,13.0,2982,168.5,7.0,19.85,TOYOTA,FORTUNER 4X2 MANUAL
3006,2018,16039,Diesel,Manual,First,17.1,1956,170,5.0,18.5,JEEP,COMPASS 2.0 LIMITED
3007,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5.0,6.95,HYUNDAI,I20 ASTA OPTION 1.2
3008,2014,48500,CNG,Manual,Second,26.6,998,58.16,5.0,2.85,MARUTI,WAGON R LXI CNG
3009,2012,75391,Diesel,Manual,First,13.93,2179,138,7.0,3.75,TATA,NEW SAFARI DICOR 2.2 EX 4X4 BS IV
3010,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5.0,2.3,MARUTI,SWIFT DZIRE LDI
3011,2016,78000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.3,TATA,INDIGO ECS ELS BS IV
3012,2016,52000,Diesel,Manual,First,28.4,1248,74,5.0,5.95,MARUTI,SWIFT LDI
3013,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.49,MARUTI,CELERIO VXI AT
3014,2016,19254,Diesel,Automatic,First,14.69,2993,258,5.0,47.7,BMW,5 SERIES 2013-2017 530D M SPORT
3015,2015,29651,Petrol,Manual,First,16.47,1198,74,5.0,6.43,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
3016,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7.0,4.5,TATA,SAFARI DICOR 2.2 LX 4X2
3017,2018,2971,Petrol,Automatic,First,13.6,1598,181,4.0,39.75,MINI,COOPER S CARBON EDITION
3018,2015,21400,Petrol,Manual,First,15.6,1196,70,5.0,4.0,FORD,FIGO PETROL TITANIUM
3019,2015,77000,Diesel,Manual,First,26.0,1498,98.6,5.0,6.98,HONDA,CITY I DTEC V
3020,2006,80000,Diesel,Manual,Second,12.6,1991,112,7.0,1.75,HYUNDAI,TUCSON CRDI
3021,2013,81755,Diesel,Manual,First,20.0,1968,108.5,5.0,4.75,SKODA,LAURA AMBIENTE 2.0 TDI CR MT
3022,2016,99593,Diesel,Manual,First,11.5,2982,171,7.0,23.5,TOYOTA,FORTUNER 3.0 DIESEL
3023,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5.0,7.49,HYUNDAI,VERNA 1.6 SX
3024,2015,113000,Diesel,Manual,First,15.1,2179,140,7.0,10.85,MAHINDRA,XUV500 W6 2WD
3025,2017,24000,Petrol,Manual,First,25.17,799,53.3,5.0,3.5,RENAULT,KWID RXT
3026,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5.0,6.3,HYUNDAI,I20 ASTA 1.2
3027,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5.0,6.75,HONDA,CITY V AT
3028,2017,61108,Diesel,Automatic,First,10.91,3198,197,7.0,28.88,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
3029,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5.0,14.23,SKODA,SUPERB ELEGANCE 1.8 TSI AT
3030,2012,37000,Diesel,Automatic,Third,22.69,1995,190,5.0,15.0,BMW,3 SERIES 320D SPORT
3031,2013,53000,CNG,Manual,First,22.8,1373,80.9,7.0,5.8,MARUTI,ERTIGA VXI CNG
3032,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.75,MARUTI,RITZ LDI
3033,2005,120000,Petrol,Manual,First,0.0,1086,,5.0,1.15,HYUNDAI,SANTRO XING XP
3034,2011,148009,Diesel,Manual,Second,11.5,2982,171,7.0,12.75,TOYOTA,FORTUNER 3.0 DIESEL
3035,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5.0,1.95,MARUTI,SWIFT LXI BSIII
3036,2018,22345,Petrol,Manual,First,20.3,1199,84,5.0,4.95,TATA,TIGOR 1.2 REVOTRON XT
3037,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.25,HONDA,CITY I VTEC CVT VX
3038,2013,48183,Diesel,Automatic,First,13.2,1995,170,5.0,20.99,BMW,3 SERIES 320D
3039,2010,93000,Diesel,Automatic,Second,14.21,2143,203,5.0,17.5,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI BLUE EFFICIENCY
3040,2015,53500,Diesel,Manual,First,28.4,1248,74,5.0,5.36,MARUTI,SWIFT VDI
3041,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7.0,6.35,MARUTI,ERTIGA VXI
3042,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5.0,2.95,HYUNDAI,VERNA 1.6 VTVT
3043,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5.0,55.7,LAND,ROVER DISCOVERY SPORT TD4 HSE
3044,2009,60170,Petrol,Manual,First,0.0,1086,62,5.0,1.15,HYUNDAI,SANTRO XING GL
3045,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5.0,37.5,MERCEDES-BENZ,NEW C-CLASS C 220 CDI STYLE
3046,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5.0,4.07,HYUNDAI,I10 MAGNA 1.2
3047,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.99,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
3048,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.9,MARUTI,VITARA BREZZA VDI OPTION
3049,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5.0,7.49,RENAULT,DUSTER 85PS DIESEL RXL
3050,2009,117000,Diesel,Manual,First,18.0,1248,75,5.0,1.1,TATA,INDICA VISTA AQUA 1.3 QUADRAJET
3051,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7.0,56.0,MERCEDES-BENZ,GL-CLASS 350 CDI BLUE EFFICIENCY
3052,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5.0,3.5,HYUNDAI,XCENT 1.2 CRDI S
3053,2008,150000,Diesel,Manual,First,18.1,1493,110,5.0,3.0,HYUNDAI,VERNA CRDI SX ABS
3054,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,6.1,HYUNDAI,VERNA 1.6 SX VTVT
3055,2010,102016,Petrol,Manual,First,15.6,1196,70,5.0,2.25,FORD,FIGO PETROL ZXI
3056,2016,38000,Diesel,Manual,First,25.2,1248,74,5.0,5.95,MARUTI,SWIFT VDI OPTIONAL
3057,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5.0,4.95,RENAULT,PULSE RXL
3058,2015,46354,Petrol,Manual,Second,16.47,1198,74,5.0,5.49,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
3059,2019,87000,Diesel,Automatic,First,22.69,1995,190,5.0,6.67,BMW,3 SERIES 320D LUXURY LINE
3060,2015,20765,Petrol,Manual,First,15.0,1598,103.52,5.0,6.25,SKODA,RAPID 1.6 MPI ACTIVE
3061,2005,58000,Petrol,Manual,Second,0.0,999,,5.0,1.51,HYUNDAI,SANTRO GS
3062,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7.0,34.88,AUDI,Q7 3.0 TDI QUATTRO PREMIUM PLUS
3063,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5.0,6.9,MARUTI,CIAZ VDI PLUS
3064,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5.0,5.99,HONDA,CITY I DTEC VX
3065,2010,73000,Petrol,Automatic,First,10.93,3498,272,5.0,10.4,MERCEDES-BENZ,E-CLASS 2009-2013 E350 PETROL
3066,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5.0,29.0,AUDI,A6 2011-2015 3.0 TDI QUATTRO PREMIUM PLUS
3067,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7.0,5.85,MAHINDRA,XYLO H4
3068,2006,99583,Petrol,Automatic,Third,12.0,1493,100,5.0,2.21,HONDA,CITY 1.5 EXI AT
3069,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.4,MARUTI,SX4 ZXI MT BSIV
3070,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5.0,3.0,TOYOTA,COROLLA ALTIS G
3071,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5.0,3.75,VOLKSWAGEN,VENTO PETROL HIGHLINE AT
3072,2015,66510,Petrol,Manual,First,21.1,814,55.2,5.0,2.95,HYUNDAI,EON ERA PLUS
3073,2011,84062,Diesel,Manual,First,20.0,1968,108.5,5.0,5.8,SKODA,LAURA AMBITION 2.0 TDI CR MT
3074,2012,80799,Diesel,Manual,First,22.9,1248,74,5.0,4.9,MARUTI,SWIFT VDI
3075,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5.0,16.95,TOYOTA,COROLLA ALTIS 1.8 VL CVT
3076,2013,92000,Diesel,Manual,First,12.99,2494,100,8.0,12.5,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER
3077,2017,53000,Diesel,Manual,First,27.28,1047,69,5.0,5.0,TATA,TIAGO WIZZ 1.05 REVOTORQ
3078,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5.0,4.68,SKODA,RAPID 1.6 MPI AMBITION
3079,2016,29000,Diesel,Automatic,First,10.91,3198,197,7.0,29.8,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
3080,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5.0,3.46,RENAULT,KWID RXL
3081,2012,75000,Diesel,Manual,First,23.0,1396,90,5.0,4.0,HYUNDAI,I20 1.4 ASTA CRDI WITH AVN
3082,2012,77216,Diesel,Manual,Second,17.5,1896,106,5.0,4.5,SKODA,LAURA AMBIENTE
3083,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5.0,5.87,TOYOTA,COROLLA ALTIS DIESEL D4DG
3084,2015,61000,Diesel,Manual,First,15.4,2179,120,8.0,9.5,MAHINDRA,SCORPIO S8 8 SEATER
3085,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5.0,32.5,AUDI,Q5 2.0 TDI PREMIUM PLUS
3086,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8.0,3.88,CHEVROLET,ENJOY TCDI LS 8 SEATER
3087,2013,85846,Diesel,Automatic,First,22.69,1995,190,5.0,13.08,BMW,3 SERIES 320D
3088,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5.0,3.5,NISSAN,SUNNY 2011-2014 DIESEL XV
3089,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5.0,3.5,HONDA,ACCORD 2.4 MT
3090,2010,72010,Diesel,Manual,First,16.8,1493,110,5.0,4.45,HYUNDAI,VERNA CRDI
3091,2015,15000,Petrol,Manual,First,16.8,796,34.2,8.0,2.35,MARUTI,OMNI E MPI STD BS IV
3092,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5.0,5.0,HONDA,CITY I VTEC SV
3093,2012,24720,Diesel,Automatic,Second,0.0,2967,241.4,5.0,28.0,AUDI,A7 2011-2015 SPORTBACK
3094,2007,75000,Petrol,Manual,Second,16.6,1388,68,5.0,2.0,FORD,FIESTA 1.4 ZXI LEATHER
3095,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.35,HYUNDAI,I20 1.4 ASTA
3096,2015,41057,Diesel,Automatic,First,13.0,2143,201.1,5.0,24.63,MERCEDES-BENZ,E-CLASS E250 CDI AVANTGRADE
3097,2012,92000,CNG,Manual,Second,26.2,998,58.2,5.0,3.0,MARUTI,WAGON R LXI CNG
3098,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.9,FORD,ECOSPORT 1.5 TDCI TREND PLUS
3099,2011,52359,Petrol,Manual,First,18.5,1197,80,5.0,3.25,HYUNDAI,I20 1.2 MAGNA
3100,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5.0,8.25,HONDA,CITY I VTEC V
3101,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5.0,2.85,NISSAN,MICRA DIESEL XV
3102,2010,129986,Diesel,Manual,Second,20.0,1399,68,5.0,3.2,FORD,FIGO DIESEL EXI
3103,2013,45000,Petrol,Manual,First,18.44,1198,75,5.0,1.75,NISSAN,MICRA XL
3104,2013,41300,Diesel,Manual,First,17.8,1248,,5.0,3.38,MARUTI,SWIFT VDI BSIV
3105,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5.0,5.75,HONDA,ACCORD 2.4 MT
3106,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4.7,SKODA,SUPERB ELEGANCE 1.8 TSI AT
3107,2017,21260,Petrol,Manual,First,14.0,796,35,5.0,2.9,MARUTI,OMNI 8 SEATER BSIV
3108,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5.0,4.25,HYUNDAI,I20 MAGNA OPTIONAL 1.4 CRDI
3109,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.5,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
3110,2016,45725,Diesel,Manual,First,25.2,1248,74,5.0,5.34,MARUTI,SWIFT VDI BSIV
3111,2014,105000,Diesel,Manual,First,25.2,1248,74,5.0,3.85,MARUTI,SWIFT LDI BSIV
3112,2009,156056,Diesel,Manual,First,12.8,2494,102,8.0,8.5,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER BS IV
3113,2016,135000,Diesel,Manual,First,24.4,1120,71,5.0,4.2,HYUNDAI,XCENT 1.1 CRDI BASE
3114,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7.0,6.75,MARUTI,ERTIGA PASEO VDI
3115,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7.0,26.0,FORD,ENDEAVOUR 3.2 TREND AT 4X4
3116,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5.0,8.61,HYUNDAI,I20 1.4 SPORTZ
3117,2009,47000,Petrol,Manual,First,19.0,998,67.1,5.0,1.46,MARUTI,ZEN ESTILO LXI BS IV
3118,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5.0,2.8,MARUTI,RITZ VDI
3119,2018,44202,CNG,Manual,First,32.26,998,58.2,4.0,4.0,MARUTI,ALTO K10 LXI CNG OPTIONAL
3120,2014,58000,Petrol,Manual,First,17.0,1497,118,5.0,5.47,HONDA,CITY 1.5 S MT
3121,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5.0,2.45,MARUTI,SWIFT DZIRE ZXI
3122,2014,45000,Diesel,Automatic,First,17.05,1995,184,5.0,21.5,BMW,X1 SDRIVE 20D SPORTLINE
3123,2010,41195,Petrol,Manual,First,15.0,1368,90,5.0,1.38,TATA,MANZA AQUA SAFIRE
3124,2016,89000,Diesel,Manual,First,16.0,2179,140,7.0,13.5,MAHINDRA,XUV500 W10 2WD
3125,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5.0,3.1,HYUNDAI,I10 SPORTZ AT
3126,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5.0,5.49,MARUTI,BALENO SIGMA 1.2
3127,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5.0,9.51,MARUTI,VITARA BREZZA ZDI PLUS DUAL TONE
3128,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5.0,2.39,FORD,FIGO PETROL ZXI
3129,2014,74663,CNG,Manual,First,33.54,998,67.04,5.0,3.25,MARUTI,WAGON R CNG LXI
3130,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5.0,5.65,VOLKSWAGEN,VENTO SPORT 1.2 TSI AT
3131,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7.0,1.85,MAHINDRA,XYLO D2 BS III
3132,2019,14298,Petrol,Automatic,First,13.33,2995,340,5.0,2.02,PORSCHE,CAYENNE BASE
3133,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5.0,5.8,MARUTI,SWIFT DZIRE VDI
3134,2017,22857,Petrol,Manual,First,16.2,1199,74,5.0,6.9,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE PLUS
3135,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.35,HYUNDAI,VERNA 1.6 VTVT
3136,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.85,HYUNDAI,I10 ERA 1.1
3137,2014,81000,Diesel,Automatic,First,13.0,2143,204,5.0,22.75,MERCEDES-BENZ,E-CLASS E250 CDI LAUNCH EDITION
3138,1998,95150,Petrol,Manual,Third,17.3,993,60,5.0,0.45,MARUTI,ZEN LXI
3139,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5.0,4.64,HYUNDAI,I10 SPORTZ
3140,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5.0,5.27,HONDA,AMAZE S I-DTECH
3141,2016,36000,Diesel,Manual,First,14.1,2179,148,7.0,10.0,TATA,SAFARI STORME VX
3142,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5.0,3.95,HONDA,BRIO 1.2 S MT
3143,2010,30754,Petrol,Manual,First,17.0,1197,80,5.0,3.38,HYUNDAI,I20 ASTA
3144,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5.0,16.8,VOLKSWAGEN,JETTA 2012-2014 1.4 TSI
3145,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5.0,1.99,HONDA,JAZZ SELECT EDITION
3146,2017,33284,Petrol,Manual,First,18.9,1197,82,5.0,5.84,HYUNDAI,GRAND I10 SPORTZ
3147,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5.0,36.15,JAGUAR,XF DIESEL
3148,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5.0,25.7,JAGUAR,XF 2.2 LITRE LUXURY
3149,2013,130790,Diesel,Manual,First,16.0,2179,140,7.0,9.24,MAHINDRA,XUV500 W8 2WD
3150,2015,16607,Diesel,Manual,First,22.7,1598,118,5.0,7.65,MARUTI,S CROSS DDIS 320 ALPHA
3151,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.31,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
3152,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5.0,4.75,RENAULT,DUSTER 110PS DIESEL RXZ
3153,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5.0,6.69,MARUTI,SWIFT DZIRE VXI
3154,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.1,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
3155,2012,65000,Petrol,Manual,First,19.7,796,35,8.0,1.55,MARUTI,OMNI 8 SEATER BSII
3156,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5.0,6.84,HYUNDAI,GRAND I10 1.2 KAPPA MAGNA AT
3157,2014,16810,Petrol,Manual,First,25.4,624,37.5,4.0,1.6,TATA,NANO TWIST XT
3158,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5.0,21.73,AUDI,A4 30 TFSI PREMIUM PLUS
3159,2015,22000,Petrol,Manual,First,16.47,1198,74,5.0,4.75,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
3160,2015,63714,Petrol,Manual,First,22.74,796,47.3,5.0,2.45,MARUTI,ALTO 800 LXI
3161,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5.0,31.55,MINI,COOPER 5 DOOR D
3162,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.25,AUDI,A4 NEW 2.0 TDI MULTITRONIC
3163,2019,14648,Diesel,Manual,First,12.62,2198,158,7.0,27.36,FORD,ENDEAVOUR TITANIUM 4X2
3164,2013,100000,Petrol,Manual,Second,15.8,1499,110,5.0,6.5,FORD,ECOSPORT 1.5 TI VCT MT TITANIUM
3165,2016,22000,Petrol,Manual,First,18.9,1197,82,5.0,4.25,HYUNDAI,GRAND I10 MAGNA
3166,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5.0,5.5,CHEVROLET,SAIL 1.2 LS
3167,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5.0,4.0,MARUTI,SWIFT DZIRE LXI
3168,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5.0,4.65,TATA,ZEST REVOTRON 1.2T XM
3169,2015,15000,Diesel,Automatic,First,19.27,2143,170,5.0,28.5,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
