,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,brand,model,Engine 
2944,2010,76000,Diesel,Manual,First,18.8,18.8,2.7,TATA,MANZA AURA,1248.0
2945,2016,48719,Diesel,Manual,First,27.3,27.3,6.25,HONDA,JAZZ 1.5,1498.0
2946,2016,59711,Diesel,Manual,First,15.1,15.1,13.28,MAHINDRA,XUV500 W8,2179.0
2947,2012,83000,Diesel,Manual,First,23.08,23.08,3.7,NISSAN,MICRA DIESEL,1461.0
2948,2018,10714,Diesel,Automatic,First,19.27,19.27,39.51,MERCEDES-BENZ,NEW C-CLASS,2143.0
2949,2010,127510,Diesel,Manual,Second,19.0,19.0,1.4,TATA,MANZA AURA,1248.0
2950,2014,35010,Diesel,Manual,First,22.9,22.9,3.5,MARUTI,SWIFT VDI,1248.0
2951,2012,75451,Petrol,Manual,First,17.5,17.5,3.78,MARUTI,SWIFT DZIRE,1197.0
2952,2015,83000,Diesel,Manual,First,19.09,19.09,2.7,TATA,INDIGO ECS,1405.0
2953,2013,38755,Diesel,Manual,First,25.8,25.8,3.2,HONDA,AMAZE S,1498.0
2954,2016,30000,Petrol,Manual,First,20.4,20.4,5.0,MARUTI,SWIFT VXI,1197.0
2955,2012,40000,Diesel,Manual,First,20.77,20.77,7.0,MARUTI,ERTIGA ZDI,1248.0
2956,2014,19500,Petrol,Manual,Second,18.9,18.9,2.85,HYUNDAI,GRAND I10,1197.0
2957,2016,41000,Petrol,Manual,First,19.69,19.69,4.25,NISSAN,MICRA ACTIVE,1198.0
2958,2014,30000,Petrol,Manual,Second,18.9,18.9,4.9,HYUNDAI,GRAND I10,1197.0
2959,2017,37000,Diesel,Manual,First,17.1,17.1,16.9,JEEP,COMPASS 2.0,1956.0
2960,2014,62000,Diesel,Manual,Second,22.07,22.07,4.25,VOLKSWAGEN,POLO DIESEL,1199.0
2961,2015,42023,Petrol,Automatic,First,15.5,15.5,4.34,HONDA,AMAZE S,1198.0
2962,2012,51001,Diesel,Automatic,First,16.09,16.09,17.0,BMW,X3 XDRIVE20D,1995.0
2963,2017,55389,Diesel,Automatic,First,18.88,18.88,28.45,BMW,3 SERIES,1995.0
2964,2014,46728,Petrol,Automatic,First,15.6,15.6,6.15,HONDA,CITY V,1497.0
2965,2014,58995,Diesel,Manual,First,12.83,12.83,9.25,MAHINDRA,SSANGYONG REXTON,2696.0
2966,2015,37857,Diesel,Manual,First,26.59,26.59,4.85,MARUTI,SWIFT DZIRE,1248.0
2967,2014,71000,Diesel,Manual,First,25.2,25.2,4.8,MARUTI,SWIFT VDI,1248.0
2968,2012,49024,Petrol,Manual,First,18.4,18.4,2.3,HONDA,BRIO S,1198.0
2969,2016,10770,Petrol,Manual,First,18.9,18.9,4.75,HYUNDAI,GRAND I10,1197.0
2970,2017,72000,Diesel,Manual,First,22.95,22.95,5.0,TATA,ZEST QUADRAJET,1248.0
2971,2015,91000,Petrol,Manual,First,21.1,21.1,2.5,HYUNDAI,EON ERA,814.0
2972,2017,14000,Petrol,Manual,First,18.6,18.6,5.95,HYUNDAI,I20 1.2,1197.0
2973,2014,48000,Diesel,Automatic,Second,9.0,9.0,16.0,VOLVO,S60 D4,1984.0
2974,2014,75136,Diesel,Manual,First,22.7,22.7,6.15,FORD,ECOSPORT 1.5,1498.0
2975,2014,32500,Petrol,Manual,Second,21.1,21.1,4.05,MARUTI,RITZ VXI,1197.0
2976,2010,94500,Diesel,Manual,Second,21.9,21.9,3.1,HYUNDAI,I20 1.4,1396.0
2977,2013,34900,Petrol,Manual,First,22.0,22.0,5.49,MARUTI,DZIRE VXI,1197.0
2978,2010,42400,Petrol,Automatic,Third,8.0,8.0,42.91,PORSCHE,PANAMERA 2010,4806.0
2979,2015,50000,Diesel,Manual,First,17.8,17.8,5.7,MARUTI,SWIFT VDI,1248.0
2980,2014,35000,Petrol,Manual,First,19.4,19.4,2.85,HONDA,BRIO S,1198.0
2981,2012,37000,Petrol,Manual,Second,18.6,18.6,2.35,CHEVROLET,BEAT LS,1199.0
2982,2018,32807,Petrol,Automatic,First,13.0,13.0,14.76,HYUNDAI,CRETA 1.6,1591.0
2983,2008,119000,Petrol,Manual,Second,17.7,17.7,2.25,HONDA,CITY ZX,1497.0
2984,2016,12000,Petrol,Manual,First,18.5,18.5,3.65,MARUTI,RITZ LXI,1197.0
2985,2016,46727,Diesel,Manual,First,22.77,22.77,7.25,FORD,ECOSPORT 1.5,1498.0
2986,2010,73336,Diesel,Automatic,First,13.2,13.2,10.69,BMW,3 SERIES,1995.0
2987,2014,9000,Petrol,Manual,Second,17.01,17.01,5.5,HYUNDAI,VERNA 1.6,1591.0
2988,2005,240000,Diesel,Manual,Fourth & Above,12.8,12.8,5.1,TOYOTA,INNOVA 2.5,2494.0
2989,2014,25422,Petrol,Manual,First,22.5,22.5,3.25,MARUTI,WAGON R,998.0
2990,2018,14000,Diesel,Manual,First,25.47,25.47,9.25,MARUTI,ERTIGA VDI,1248.0
2991,2008,66000,Petrol,Manual,First,19.7,19.7,1.7,MARUTI,ALTO LXI,796.0
2992,2010,55324,Petrol,Manual,First,19.0,19.0,2.87,MARUTI,A-STAR VXI,998.0
2993,2009,90000,Diesel,Automatic,First,11.0,11.0,17.75,BMW,X5 3.0D,2993.0
2994,2017,43000,Petrol,Manual,First,18.15,18.15,4.5,MAHINDRA,KUV 100,1198.0
2995,2008,58483,Petrol,Automatic,Second,19.2,19.2,2.95,HYUNDAI,I10 MAGNA,1197.0
2996,2007,93000,Petrol,Automatic,Second,12.9,12.9,2.6,HONDA,CIVIC 2006-2010,1799.0
2997,2010,50000,Petrol,Manual,First,20.36,20.36,3.0,HYUNDAI,I10 SPORTZ,1197.0
2998,2014,78616,Diesel,Automatic,Second,14.84,14.84,15.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
2999,2011,37000,Petrol,Manual,First,17.6,17.6,2.8,TOYOTA,ETIOS G,1496.0
3000,2010,54801,Petrol,Manual,First,17.0,17.0,2.5,HONDA,CITY 1.5,1497.0
3001,2014,29000,Diesel,Manual,First,23.4,23.4,5.75,MARUTI,SWIFT DZIRE,1248.0
3002,2010,68000,Petrol,Manual,First,22.0,22.0,2.8,MARUTI,SWIFT VXI,1197.0
3003,2014,58000,Petrol,Manual,First,17.01,17.01,4.59,HYUNDAI,VERNA 1.6,1591.0
3004,2012,64290,Diesel,Manual,First,23.2,23.2,3.65,MARUTI,RITZ VDI,1248.0
3005,2015,31000,Diesel,Manual,First,13.0,13.0,19.85,TOYOTA,FORTUNER 4X2,2982.0
3006,2018,16039,Diesel,Manual,First,17.1,17.1,18.5,JEEP,COMPASS 2.0,1956.0
3007,2017,19860,Petrol,Manual,First,18.6,18.6,6.95,HYUNDAI,I20 ASTA,1197.0
3008,2014,48500,CNG,Manual,Second,26.6,26.6,2.85,MARUTI,WAGON R,998.0
3009,2012,75391,Diesel,Manual,First,13.93,13.93,3.75,TATA,NEW SAFARI,2179.0
3010,2008,78000,Diesel,Manual,Second,19.3,19.3,2.3,MARUTI,SWIFT DZIRE,1248.0
3011,2016,78000,Diesel,Manual,First,25.0,25.0,2.3,TATA,INDIGO ECS,1396.0
3012,2016,52000,Diesel,Manual,First,28.4,28.4,5.95,MARUTI,SWIFT LDI,1248.0
3013,2016,30000,Petrol,Automatic,First,23.1,23.1,3.49,MARUTI,CELERIO VXI,998.0
3014,2016,19254,Diesel,Automatic,First,14.69,14.69,47.7,BMW,5 SERIES,2993.0
3015,2015,29651,Petrol,Manual,First,16.47,16.47,6.43,VOLKSWAGEN,POLO 1.2,1198.0
3016,2011,80000,Diesel,Manual,First,13.93,13.93,4.5,TATA,SAFARI DICOR,2179.0
3017,2018,2971,Petrol,Automatic,First,13.6,13.6,39.75,MINI,COOPER S,1598.0
3018,2015,21400,Petrol,Manual,First,15.6,15.6,4.0,FORD,FIGO PETROL,1196.0
3019,2015,77000,Diesel,Manual,First,26.0,26.0,6.98,HONDA,CITY I,1498.0
3020,2006,80000,Diesel,Manual,Second,12.6,12.6,1.75,HYUNDAI,TUCSON CRDI,1991.0
3021,2013,81755,Diesel,Manual,First,20.0,20.0,4.75,SKODA,LAURA AMBIENTE,1968.0
3022,2016,99593,Diesel,Manual,First,11.5,11.5,23.5,TOYOTA,FORTUNER 3.0,2982.0
3023,2014,39791,Diesel,Manual,First,22.32,22.32,7.49,HYUNDAI,VERNA 1.6,1582.0
3024,2015,113000,Diesel,Manual,First,15.1,15.1,10.85,MAHINDRA,XUV500 W6,2179.0
3025,2017,24000,Petrol,Manual,First,25.17,25.17,3.5,RENAULT,KWID RXT,799.0
3026,2015,39000,Petrol,Manual,Second,18.6,18.6,6.3,HYUNDAI,I20 ASTA,1197.0
3027,2012,37000,Petrol,Automatic,First,15.6,15.6,6.75,HONDA,CITY V,1497.0
3028,2017,61108,Diesel,Automatic,First,10.91,10.91,28.88,FORD,ENDEAVOUR 3.2,3198.0
3029,2016,61648,Petrol,Automatic,First,13.7,13.7,14.23,SKODA,SUPERB ELEGANCE,1798.0
3030,2012,37000,Diesel,Automatic,Third,22.69,22.69,15.0,BMW,3 SERIES,1995.0
3031,2013,53000,CNG,Manual,First,22.8,22.8,5.8,MARUTI,ERTIGA VXI,1373.0
3032,2013,65000,Diesel,Manual,First,23.2,23.2,3.75,MARUTI,RITZ LDI,1248.0
3033,2005,120000,Petrol,Manual,First,0.0,0.0,1.15,HYUNDAI,SANTRO XING,1086.0
3034,2011,148009,Diesel,Manual,Second,11.5,11.5,12.75,TOYOTA,FORTUNER 3.0,2982.0
3035,2009,53001,Petrol,Manual,First,16.1,16.1,1.95,MARUTI,SWIFT LXI,1298.0
3036,2018,22345,Petrol,Manual,First,20.3,20.3,4.95,TATA,TIGOR 1.2,1199.0
3037,2015,50000,Petrol,Automatic,First,18.0,18.0,8.25,HONDA,CITY I,1497.0
3038,2013,48183,Diesel,Automatic,First,13.2,13.2,20.99,BMW,3 SERIES,1995.0
3039,2010,93000,Diesel,Automatic,Second,14.21,14.21,17.5,MERCEDES-BENZ,E-CLASS 2009-2013,2143.0
3040,2015,53500,Diesel,Manual,First,28.4,28.4,5.36,MARUTI,SWIFT VDI,1248.0
3041,2014,17585,Petrol,Manual,First,16.02,16.02,6.35,MARUTI,ERTIGA VXI,1373.0
3042,2011,36226,Petrol,Manual,First,17.01,17.01,2.95,HYUNDAI,VERNA 1.6,1591.0
3043,2019,25899,Diesel,Automatic,First,12.63,12.63,55.7,LAND,ROVER DISCOVERY,2179.0
3044,2009,60170,Petrol,Manual,First,0.0,0.0,1.15,HYUNDAI,SANTRO XING,1086.0
3045,2017,11200,Diesel,Automatic,First,19.27,19.27,37.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
3046,2017,49045,Petrol,Manual,First,20.36,20.36,4.07,HYUNDAI,I10 MAGNA,1197.0
3047,2012,45000,Diesel,Manual,First,22.07,22.07,2.99,VOLKSWAGEN,POLO DIESEL,1199.0
3048,2017,40000,Diesel,Manual,First,24.3,24.3,7.9,MARUTI,VITARA BREZZA,1248.0
3049,2016,36600,Diesel,Manual,First,19.87,19.87,7.49,RENAULT,DUSTER 85PS,1461.0
3050,2009,117000,Diesel,Manual,First,18.0,18.0,1.1,TATA,INDICA VISTA,1248.0
3051,2016,16000,Diesel,Automatic,First,11.3,11.3,56.0,MERCEDES-BENZ,GL-CLASS 350,2987.0
3052,2016,50000,Diesel,Manual,First,25.4,25.4,3.5,HYUNDAI,XCENT 1.2,1186.0
3053,2008,150000,Diesel,Manual,First,18.1,18.1,3.0,HYUNDAI,VERNA CRDI,1493.0
3054,2014,11000,Petrol,Manual,First,17.01,17.01,6.1,HYUNDAI,VERNA 1.6,1591.0
3055,2010,102016,Petrol,Manual,First,15.6,15.6,2.25,FORD,FIGO PETROL,1196.0
3056,2016,38000,Diesel,Manual,First,25.2,25.2,5.95,MARUTI,SWIFT VDI,1248.0
3057,2013,71491,Diesel,Manual,First,23.08,23.08,4.95,RENAULT,PULSE RXL,1461.0
3058,2015,46354,Petrol,Manual,Second,16.47,16.47,5.49,VOLKSWAGEN,POLO 1.2,1198.0
3059,2019,87000,Diesel,Automatic,First,22.69,22.69,6.67,BMW,3 SERIES,1995.0
3060,2015,20765,Petrol,Manual,First,15.0,15.0,6.25,SKODA,RAPID 1.6,1598.0
3061,2005,58000,Petrol,Manual,Second,0.0,0.0,1.51,HYUNDAI,SANTRO GS,999.0
3062,2014,51076,Diesel,Automatic,First,12.07,12.07,34.88,AUDI,Q7 3.0,2967.0
3063,2016,84085,Diesel,Manual,First,26.21,26.21,6.9,MARUTI,CIAZ VDI,1248.0
3064,2014,55000,Diesel,Manual,First,25.1,25.1,5.99,HONDA,CITY I,1498.0
3065,2010,73000,Petrol,Automatic,First,10.93,10.93,10.4,MERCEDES-BENZ,E-CLASS 2009-2013,3498.0
3066,2012,50001,Diesel,Automatic,First,14.57,14.57,29.0,AUDI,A6 2011-2015,2967.0
3067,2016,93166,Diesel,Manual,Second,14.02,14.02,5.85,MAHINDRA,XYLO H4,2179.0
3068,2006,99583,Petrol,Automatic,Third,12.0,12.0,2.21,HONDA,CITY 1.5,1493.0
3069,2010,72000,Petrol,Manual,First,15.5,15.5,2.4,MARUTI,SX4 ZXI,1586.0
3070,2009,70000,Petrol,Manual,Third,14.53,14.53,3.0,TOYOTA,COROLLA ALTIS,1798.0
3071,2012,61000,Petrol,Automatic,Second,14.4,14.4,3.75,VOLKSWAGEN,VENTO PETROL,1598.0
3072,2015,66510,Petrol,Manual,First,21.1,21.1,2.95,HYUNDAI,EON ERA,814.0
3073,2011,84062,Diesel,Manual,First,20.0,20.0,5.8,SKODA,LAURA AMBITION,1968.0
3074,2012,80799,Diesel,Manual,First,22.9,22.9,4.9,MARUTI,SWIFT VDI,1248.0
3075,2018,5000,Petrol,Automatic,First,14.28,14.28,16.95,TOYOTA,COROLLA ALTIS,1798.0
3076,2013,92000,Diesel,Manual,First,12.99,12.99,12.5,TOYOTA,INNOVA 2.5,2494.0
3077,2017,53000,Diesel,Manual,First,27.28,27.28,5.0,TATA,TIAGO WIZZ,1047.0
3078,2015,39822,Petrol,Manual,First,15.41,15.41,4.68,SKODA,RAPID 1.6,1598.0
3079,2016,29000,Diesel,Automatic,First,10.91,10.91,29.8,FORD,ENDEAVOUR 3.2,3198.0
3080,2017,24214,Petrol,Manual,Second,25.17,25.17,3.46,RENAULT,KWID RXL,799.0
3081,2012,75000,Diesel,Manual,First,23.0,23.0,4.0,HYUNDAI,I20 1.4,1396.0
3082,2012,77216,Diesel,Manual,Second,17.5,17.5,4.5,SKODA,LAURA AMBIENTE,1896.0
3083,2013,74290,Diesel,Manual,First,21.43,21.43,5.87,TOYOTA,COROLLA ALTIS,1364.0
3084,2015,61000,Diesel,Manual,First,15.4,15.4,9.5,MAHINDRA,SCORPIO S8,2179.0
3085,2013,44000,Diesel,Automatic,First,14.16,14.16,32.5,AUDI,Q5 2.0,1968.0
3086,2014,74041,Diesel,Manual,First,18.2,18.2,3.88,CHEVROLET,ENJOY TCDI,1248.0
3087,2013,85846,Diesel,Automatic,First,22.69,22.69,13.08,BMW,3 SERIES,1995.0
3088,2012,52000,Diesel,Manual,First,21.64,21.64,3.5,NISSAN,SUNNY 2011-2014,1461.0
3089,2010,47000,Petrol,Manual,Second,12.8,12.8,3.5,HONDA,ACCORD 2.4,2354.0
3090,2010,72010,Diesel,Manual,First,16.8,16.8,4.45,HYUNDAI,VERNA CRDI,1493.0
3091,2015,15000,Petrol,Manual,First,16.8,16.8,2.35,MARUTI,OMNI E,796.0
3092,2015,480000,Petrol,Manual,First,17.4,17.4,5.0,HONDA,CITY I,1497.0
3093,2012,24720,Diesel,Automatic,Second,0.0,0.0,28.0,AUDI,A7 2011-2015,2967.0
3094,2007,75000,Petrol,Manual,Second,16.6,16.6,2.0,FORD,FIESTA 1.4,1388.0
3095,2015,57000,Diesel,Manual,First,22.54,22.54,6.35,HYUNDAI,I20 1.4,1396.0
3096,2015,41057,Diesel,Automatic,First,13.0,13.0,24.63,MERCEDES-BENZ,E-CLASS E250,2143.0
3097,2012,92000,CNG,Manual,Second,26.2,26.2,3.0,MARUTI,WAGON R,998.0
3098,2016,20000,Diesel,Manual,First,22.77,22.77,7.9,FORD,ECOSPORT 1.5,1498.0
3099,2011,52359,Petrol,Manual,First,18.5,18.5,3.25,HYUNDAI,I20 1.2,1197.0
3100,2016,17000,Petrol,Manual,Second,17.8,17.8,8.25,HONDA,CITY I,1497.0
3101,2011,39002,Diesel,Manual,First,23.08,23.08,2.85,NISSAN,MICRA DIESEL,1461.0
3102,2010,129986,Diesel,Manual,Second,20.0,20.0,3.2,FORD,FIGO DIESEL,1399.0
3103,2013,45000,Petrol,Manual,First,18.44,18.44,1.75,NISSAN,MICRA XL,1198.0
3104,2013,41300,Diesel,Manual,First,17.8,17.8,3.38,MARUTI,SWIFT VDI,1248.0
3105,2009,82002,Petrol,Manual,Second,12.8,12.8,5.75,HONDA,ACCORD 2.4,2354.0
3106,2010,67000,Petrol,Automatic,First,13.7,13.7,4.7,SKODA,SUPERB ELEGANCE,1798.0
3107,2017,21260,Petrol,Manual,First,14.0,14.0,2.9,MARUTI,OMNI 8,796.0
3108,2012,55362,Diesel,Manual,First,21.9,21.9,4.25,HYUNDAI,I20 MAGNA,1396.0
3109,2017,13000,Diesel,Automatic,First,17.01,17.01,14.5,HYUNDAI,CRETA 1.6,1582.0
3110,2016,45725,Diesel,Manual,First,25.2,25.2,5.34,MARUTI,SWIFT VDI,1248.0
3111,2014,105000,Diesel,Manual,First,25.2,25.2,3.85,MARUTI,SWIFT LDI,1248.0
3112,2009,156056,Diesel,Manual,First,12.8,12.8,8.5,TOYOTA,INNOVA 2.5,2494.0
3113,2016,135000,Diesel,Manual,First,24.4,24.4,4.2,HYUNDAI,XCENT 1.1,1120.0
3114,2016,67000,Diesel,Manual,First,20.77,20.77,6.75,MARUTI,ERTIGA PASEO,1248.0
3115,2016,90000,Diesel,Automatic,First,10.91,10.91,26.0,FORD,ENDEAVOUR 3.2,3198.0
3116,2019,32251,Diesel,Manual,First,22.54,22.54,8.61,HYUNDAI,I20 1.4,1396.0
3117,2009,47000,Petrol,Manual,First,19.0,19.0,1.46,MARUTI,ZEN ESTILO,998.0
3118,2011,75308,Diesel,Manual,Second,21.1,21.1,2.8,MARUTI,RITZ VDI,1248.0
3119,2018,44202,CNG,Manual,First,32.26,32.26,4.0,MARUTI,ALTO K10,998.0
3120,2014,58000,Petrol,Manual,First,17.0,17.0,5.47,HONDA,CITY 1.5,1497.0
3121,2009,60000,Petrol,Manual,First,17.5,17.5,2.45,MARUTI,SWIFT DZIRE,1298.0
3122,2014,45000,Diesel,Automatic,First,17.05,17.05,21.5,BMW,X1 SDRIVE,1995.0
3123,2010,41195,Petrol,Manual,First,15.0,15.0,1.38,TATA,MANZA AQUA,1368.0
3124,2016,89000,Diesel,Manual,First,16.0,16.0,13.5,MAHINDRA,XUV500 W10,2179.0
3125,2009,60510,Petrol,Automatic,Second,16.95,16.95,3.1,HYUNDAI,I10 SPORTZ,1197.0
3126,2016,8500,Petrol,Manual,First,21.4,21.4,5.49,MARUTI,BALENO SIGMA,1197.0
3127,2017,35981,Diesel,Manual,First,24.3,24.3,9.51,MARUTI,VITARA BREZZA,1248.0
3128,2012,23152,Petrol,Manual,First,15.6,15.6,2.39,FORD,FIGO PETROL,1196.0
3129,2014,74663,CNG,Manual,First,33.54,33.54,3.25,MARUTI,WAGON R,998.0
3130,2014,61529,Petrol,Automatic,First,18.19,18.19,5.65,VOLKSWAGEN,VENTO SPORT,1197.0
3131,2010,91596,Diesel,Manual,First,14.95,14.95,1.85,MAHINDRA,XYLO D2,2489.0
3132,2019,14298,Petrol,Automatic,First,13.33,13.33,2.02,PORSCHE,CAYENNE BASE,2995.0
3133,2013,83327,Diesel,Manual,First,19.3,19.3,5.8,MARUTI,SWIFT DZIRE,1248.0
3134,2017,22857,Petrol,Manual,First,16.2,16.2,6.9,VOLKSWAGEN,POLO 1.2,1199.0
3135,2013,34620,Petrol,Manual,Second,17.01,17.01,5.35,HYUNDAI,VERNA 1.6,1591.0
3136,2010,56000,Petrol,Manual,First,19.81,19.81,2.85,HYUNDAI,I10 ERA,1086.0
3137,2014,81000,Diesel,Automatic,First,13.0,13.0,22.75,MERCEDES-BENZ,E-CLASS E250,2143.0
3138,1998,95150,Petrol,Manual,Third,17.3,17.3,0.45,MARUTI,ZEN LXI,993.0
3139,2013,32776,Petrol,Manual,First,20.36,20.36,4.64,HYUNDAI,I10 SPORTZ,1197.0
3140,2016,51587,Diesel,Manual,First,25.8,25.8,5.27,HONDA,AMAZE S,1498.0
3141,2016,36000,Diesel,Manual,First,14.1,14.1,10.0,TATA,SAFARI STORME,2179.0
3142,2015,22000,Petrol,Manual,First,18.5,18.5,3.95,HONDA,BRIO 1.2,1198.0
3143,2010,30754,Petrol,Manual,First,17.0,17.0,3.38,HYUNDAI,I20 ASTA,1197.0
3144,2018,37109,Petrol,Manual,First,14.69,14.69,16.8,VOLKSWAGEN,JETTA 2012-2014,1390.0
3145,2010,45000,Petrol,Manual,First,16.7,16.7,1.99,HONDA,JAZZ SELECT,1198.0
3146,2017,33284,Petrol,Manual,First,18.9,18.9,5.84,HYUNDAI,GRAND I10,1197.0
3147,2016,55115,Diesel,Automatic,First,14.74,14.74,36.15,JAGUAR,XF DIESEL,2993.0
3148,2014,18000,Diesel,Automatic,First,16.36,16.36,25.7,JAGUAR,XF 2.2,2179.0
3149,2013,130790,Diesel,Manual,First,16.0,16.0,9.24,MAHINDRA,XUV500 W8,2179.0
3150,2015,16607,Diesel,Manual,First,22.7,22.7,7.65,MARUTI,S CROSS,1598.0
3151,2015,32205,Diesel,Automatic,First,17.11,17.11,25.31,AUDI,A4 2.0,1968.0
3152,2013,67000,Diesel,Manual,First,19.01,19.01,4.75,RENAULT,DUSTER 110PS,1461.0
3153,2014,57676,Petrol,Manual,First,19.1,19.1,6.69,MARUTI,SWIFT DZIRE,1197.0
3154,2012,41000,Petrol,Manual,First,16.47,16.47,3.1,VOLKSWAGEN,POLO PETROL,1198.0
3155,2012,65000,Petrol,Manual,First,19.7,19.7,1.55,MARUTI,OMNI 8,796.0
3156,2019,12153,Petrol,Automatic,First,18.9,18.9,6.84,HYUNDAI,GRAND I10,1197.0
3157,2014,16810,Petrol,Manual,First,25.4,25.4,1.6,TATA,NANO TWIST,624.0
3158,2017,61221,Petrol,Automatic,First,17.84,17.84,21.73,AUDI,A4 30,1395.0
3159,2015,22000,Petrol,Manual,First,16.47,16.47,4.75,VOLKSWAGEN,POLO 1.2,1198.0
3160,2015,63714,Petrol,Manual,First,22.74,22.74,2.45,MARUTI,ALTO 800,796.0
3161,2019,14857,Diesel,Automatic,First,20.7,20.7,31.55,MINI,COOPER 5,1496.0
3162,2012,69000,Diesel,Automatic,Second,15.2,15.2,10.25,AUDI,A4 NEW,1968.0
3163,2019,14648,Diesel,Manual,First,12.62,12.62,27.36,FORD,ENDEAVOUR TITANIUM,2198.0
3164,2013,100000,Petrol,Manual,Second,15.8,15.8,6.5,FORD,ECOSPORT 1.5,1499.0
3165,2016,22000,Petrol,Manual,First,18.9,18.9,4.25,HYUNDAI,GRAND I10,1197.0
3166,2014,10000,Petrol,Manual,First,18.2,18.2,5.5,CHEVROLET,SAIL 1.2,1199.0
3167,2015,107000,Petrol,Manual,First,20.85,20.85,4.0,MARUTI,SWIFT DZIRE,1197.0
3168,2017,48198,Petrol,Manual,First,17.57,17.57,4.65,TATA,ZEST REVOTRON,1193.0
3169,2015,15000,Diesel,Automatic,First,19.27,19.27,28.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
3170,2014,80073,Diesel,Manual,First,17.3,17.3,7.11,CHEVROLET,CRUZE LTZ,1998.0
3171,2013,85388,Diesel,Manual,First,21.1,21.1,3.9,MARUTI,RITZ VDI,1248.0
3172,2017,14700,Petrol,Manual,First,18.9,18.9,5.6,HYUNDAI,GRAND I10,1197.0
3173,2012,150000,Diesel,Manual,Third,28.4,28.4,2.25,MARUTI,DZIRE LDI,1248.0
3174,2011,34994,Diesel,Manual,First,22.32,22.32,3.9,HYUNDAI,VERNA 1.6,1582.0
3175,2014,82536,Diesel,Automatic,First,14.74,14.74,28.63,JAGUAR,XF DIESEL,2993.0
3176,2013,82000,Petrol,Automatic,First,13.7,13.7,7.25,SKODA,SUPERB ELEGANCE,1798.0
3177,2006,52000,Petrol,Manual,Second,18.9,18.9,2.0,MARUTI,WAGON R,998.0
3178,2011,20000,Petrol,Manual,First,16.47,16.47,3.5,VOLKSWAGEN,POLO PETROL,1198.0
3179,2011,55000,Petrol,Manual,First,14.8,14.8,5.0,HONDA,CIVIC 2010-2013,1799.0
3180,2015,47001,CNG,Manual,First,20.0,20.0,3.72,MARUTI,EECO CNG,1196.0
3181,2014,52000,Petrol,Manual,First,22.5,22.5,3.45,MARUTI,WAGON R,998.0
3182,2013,43284,Diesel,Manual,First,23.4,23.4,4.5,MARUTI,SWIFT DZIRE,1248.0
3183,2018,23875,Petrol,Automatic,First,13.0,13.0,14.36,HYUNDAI,CRETA 1.6,1591.0
3184,2016,51866,Petrol,Manual,First,18.9,18.9,5.5,HYUNDAI,GRAND I10,1197.0
3185,2013,69000,Diesel,Manual,First,23.08,23.08,3.0,NISSAN,MICRA DIESEL,1461.0
3186,2017,62788,Petrol,Manual,First,18.9,18.9,6.08,HYUNDAI,GRAND I10,1197.0
3187,2013,150000,Diesel,Manual,First,20.54,20.54,5.0,VOLKSWAGEN,VENTO DIESEL,1598.0
3188,2015,47566,Diesel,Automatic,First,12.55,12.55,20.25,TOYOTA,FORTUNER 4X2,2982.0
3189,2002,67000,Petrol,Manual,Third,0.0,0.0,1.2,HYUNDAI,SANTRO GS,999.0
3190,2018,20300,Diesel,Automatic,First,11.36,11.36,18.0,TOYOTA,INNOVA CRYSTA,2755.0
3191,2015,48300,Diesel,Automatic,First,20.0,20.0,17.5,MERCEDES-BENZ,A CLASS,2143.0
3192,2013,30000,Petrol,Manual,First,21.1,21.1,2.1,HYUNDAI,EON D,814.0
3193,2012,36000,Diesel,Manual,Second,22.7,22.7,7.5,HYUNDAI,ELANTRA CRDI,1582.0
3194,2015,27641,Diesel,Automatic,Second,20.7,20.7,24.77,MINI,COOPER 3,1496.0
3195,2015,60000,Diesel,Manual,First,19.64,19.64,8.65,RENAULT,DUSTER 110PS,1461.0
3196,2019,9000,Diesel,Automatic,First,10.91,10.91,35.5,FORD,ENDEAVOUR 3.2,3198.0
3197,2014,60750,Petrol,Manual,First,14.28,14.28,10.5,TOYOTA,COROLLA ALTIS,1798.0
3198,2018,9000,Diesel,Manual,First,14.0,14.0,13.0,MAHINDRA,XUV500 W7,2179.0
3199,2012,41100,Diesel,Automatic,First,16.77,16.77,26.5,BMW,7 SERIES,2993.0
3200,2004,60000,Petrol,Manual,Second,17.3,17.3,1.4,MARUTI,WAGON R,1061.0
3201,2017,38424,Petrol,Manual,First,17.8,17.8,7.51,HONDA,CITY I,1497.0
3202,2014,50000,Diesel,Manual,First,22.9,22.9,4.3,MARUTI,SWIFT VDI,1248.0
3203,2015,19000,Petrol,Automatic,First,18.0,18.0,8.95,HONDA,CITY I-VTEC,1497.0
3204,2015,58734,Diesel,Manual,First,20.77,20.77,6.91,MARUTI,ERTIGA VDI,1248.0
3205,2016,65257,Diesel,Manual,First,19.01,19.01,9.75,RENAULT,DUSTER 110PS,1461.0
3206,2010,130000,Diesel,Manual,Second,19.3,19.3,4.0,MARUTI,SWIFT DZIRE,1248.0
3207,2011,79000,Diesel,Manual,First,23.2,23.2,3.65,MARUTI,RITZ VDI,1248.0
